"landingPagePlusQueryString","deviceCategory","sessions","engagedSessions","conversions","totalRevenue","ecommercePurchases"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacISlU8ht-UgJtIJVdfv3YtzGWAdp-OTAvUEVZvd6nerLJJrEVL926YBXiddg_aem_L34Ap_ujGXawOxTqws6w0g","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacJ5cAt3K85V2dAOlmcq5sly81oJfqijrLCmXdAWl4fAUI_tWXrcBy0A1TLbw_aem_H49ch9UA0q7I3vC4j5WhMw","mobile","1","1","10","244.550002","1"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacJP4Z1IBoyg4qrDZMu9wNXlxLbewmmW0rCWt0LJNOEdws-srEDCyrVCmSXgw_aem_OTS844WhABhq7p4X8bvuwA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacLUYM3kNfjY1jUqQZ1f-JZ2p0qzYAYiXDtOAsdHgDc10XnCxRikkOKDOsllg_aem_nC8zWlxReY094MsJ9524lA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacLcOzZ2EdF4WtPHYqf_tNe5U1D64H5OycIYiIEAy8HB9jW4yfzdZHO9BUF2w_aem_k50rBHhFKOFOGg4MZLBggw","mobile","1","1","2","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacNdINZw7nuPau3TwmZmg8MeoRxx9_lXDKGjqRUCOq7OcXsAGm4DMUsoX31fw_aem_T4SD5CILurFtYoATsJoA3g","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacO9EZcz4wP1_PK8rgBwiOhfIiLNObIYY8nfIve5rmQGInQkBk-Z7U-VhFqxw_aem_z2XHs4MrTpActqxnsAtr8Q","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacOPgRYEeAxzhUO1qM4OR5ZP2L0w2qMoiPSnCMk_R5FdlN53bDLCZ1h0NXMcw_aem_TljX2X9Bp0DSM38NfCLZcw","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacOVJ4V7wWyyoVKkYjbeL1o3_aNgS-94Xch7ChzsWdQETZgis42WJE_LH_wwA_aem_SIqOUfTdvbiQb7sVB-E00A","mobile","1","1","6","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacOtm3o8IsLlQtlvCrL8JmxMrAerNgNvXxBjXopFyvT7o7q8it-1XjvXbtY9g_aem_kr_x_4PpmYM4FWnzghqz1Q","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacP5ZaU_y5rLpKhzBNjQWBfXfAblnOVLunFF0ANvkJsNuwt6-gqV9_QiyPRsg_aem_X-Hv-ve044OZgCoMJlPnwg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacPdLbeEMEdoDtcReEWeaZwwuet4cgrrcvrNPWolYDEdYbAB_r8U4Yvu2QJ-Q_aem_UK5FbAopspOl4GM1SJGFhw","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacQNhPl2CqKmQdRaYWhbFcQlFQRwQ1lnaZI-X-mtnyC-RIzzIC2wbr1uI2dHg_aem_AMMol3Y13rb_FlbtN6XCMA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacRjL2M4DjCNCri_11VgNyLyzOHmhVZ62c6aBYrXXS3c_9wCaGPy9QMfiANyw_aem_H8rHkE5RMan4zK5-NVVnmw","mobile","1","1","4","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacStrxgD7Qh08NCXIfIva6C2frpMHpC3lCfD_2uPKwqw9KJDPLLbVkAuj1XCA_aem_Wwp3shUDqbNMp6HtSM6lww","mobile","1","1","2","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacTxbAx9e81DKWdVHNDwAKWcqtQtSGs7uQoPkVXk4n6WGcxB55Pr1HNcDxaqA_aem_rKtkWw3TJEsfdVkG3GltFg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacUHWBOwT7JBlL1synBo2_3un3YbDmIqcUv6g57AMQQgGX8PaJEEbwQ3Ugciw_aem_duhqlsT8kctzgy1l6SMNYw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacV31sXHoet8fmYNiFOEgFl8VKWKL0rR7ndTJNZG8XKWUMrxEEwm5oCC8gwsA_aem_Jp6NWLDVgZG1GUjzCvqzmw","mobile","1","1","9","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacVBNoVUTnB3BWzbG3ffk6HViVqn2Uzr4_1vlUc4cgHiofw5GmA_rLfdo4n7Q_aem_ADrW_poKBbB1lXAc87bM0g","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacWDJqj3RoxAxnaJ5DBdrSANnF6kDN65iXH0eTt-D8kmm9WZMh99N-4PAHkKw_aem_cqowXRspPz-AkNDN5QKcLw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacYS-pGzsNNz3uJf_o3lYqHhiHTWYoEW_OUk4dyPifUALM_EU_TdishWFwYDw_aem_WOr6HqIaWhx7bb6ysugAmQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac_0vQnirvu5NFOTuOmNUJaciRnHmkccENQYuugjUD8n4aRYZxcy6CZ0-fVeg_aem_zpbdlR_USrbeSIape8rGtw","mobile","1","1","6","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac_A90CoORN08d0eLrNqFrUh6lsJkN0Y2OrWd8IbPkE4nYyB9czBFNEPF3gvg_aem_ih9ANZEliwXIE3baFkn0qA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac_EDFPOkTfJAErApFf8KWBafc-5yaSIQw16KbuOSH6BZ2R4hyOH1er3y3psg_aem_FQVfrPY9Ds_R-SEc5HvCTA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAac_tNLZ-e4omgucj1ufGqnN5EW58G5eOlObEZ3tYxBagmtyLieftP1sqMxvrg_aem_to3xoZ9etD6NDncrQVVKmg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacaD7yBIAbpv-UWYITnbLhNU5I6QIogbKWfXi7ANAN8zJwyMkXNwhfZqtvOSQ_aem_aZ7PKsl0NS3s3yI3sJZYQQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacb7fFfXfxIZd862qCbR1CgpSZTzt2JAs5jy5HwYXEtuP91-QD9Jp_t_VvofQ_aem_legXYll2_Vx3XiTJvqK_Ew","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacbsEt34UqFTgsLA7zhNv-Sy6dtpAJ5YsmbSUPilwLhxj5TYj-QMz5I_5DNgQ_aem_6yzu9axpcSEm3L1MrJhtig","mobile","1","1","2","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacc_hG9BM3K1BpF2DH91vOuCfAmaUau73_vWHnpYhTksGgBYodYqvnqXZ1bZQ_aem_IjlJxBnmU8CJMs_0bxIh4A","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacco0onbN0pHWi9gecleREJ3d88Kk4W1DfJhtmoZ2KoP6Bsbkg65qnJ7xCS_w_aem_9MAnVHXBH45DED2QvZZJyw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaccuxzRV-ZhUrvylBEp7gy6_jCgPxxDTVvZsd8FvUv8DquH221xN4iqM22dzw_aem_AsK28JrWpRyxE4etWlnNNQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacd3Dw7OCHr1FQAJx9mbfbJyTuO4dRG-dpYEuiWA1y9pth0BOZBmhyGg0_G0A_aem_mk1zwGYSpdU0UtgLowvciA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacd5tFnS9z8oKmpQRiS7o96saEc6eeFcssqMEiI9W_gQZxNq9Zz6gaEuyzI2w_aem_oJsuJyGOsfQ0vIgAKMnBSg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacfDeeK1vBLNj8iIE3hv_9NCNVJSxS0BZ1r5LuWGwBeviSRzSnw24jO7-316w_aem_0BAKZ3T1Jy_spttfjzlHnQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAachT4vQfGzBk2Cs_q2lV_kvMa4FFlF2MJTZyXkUBJcIccA08FkmqGX869ISEQ_aem_Lnp0lgpDqd_PIadEehDnkQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaciM6tBSiTmJr7trZ7eI3LT8nb_RykJ9W9d-6snKKxvPNZA-VoK-j1NV0cdDA_aem_xCOuloNpRpjzhaRzaZFkxw","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacj9Y1zcH4VO2ymU2oESdfYL5_z_EgZ9-ulZCHmbTfCFbTsbNm_roX5k0EEPg_aem_e_s9-NSfRFyg-6q_sCcUKA","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacjNDIiAX_7m3ekmjAQLacx5fpDaqN6XMasa0dvTjr5Tv18Ki7WD1fvJ326Gg_aem_8vOKpTTR-FqVcYfn4QPMxA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAackDT6HAeLUsfNTYCJJr51sg6LpMO4xVzbS2925xRMev0nLfhdtxNOMsp1YaQ_aem__pMK-WXGBu20O0iX6xwEeA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacl-Cm_YBAcj1kNwfBogcwOMwbcumRgxP7RRzeI2bVddME71oITUSP18n3BRg_aem_9tpRdGXmE4gzquQm-jqejg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaclQp4vyPWF5DhiZ7LncrZR6ioUq-9wAghsGLhVZcxwm4teXsCC5IR-wcgRQw_aem_4_2_le9TAawehIFsZ47lBg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAaclqA-QMK6iy5gHRJ3o687LyymQuq3LmWfum5rPtKfSngtCnlIxA-cZNYvLSw_aem_QXkVnZGymaPkFIvwUa7pMA","mobile","1","1","4","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacmJxkcScF6ib7-3PsEikeS01YL04McFqKm3nMaHrvjp4MVdhmvO8Sjvasxfg_aem_J3J_KkFxPBBvoitkHlNptQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacmRBFliRSRx0uQOScIihoRES2NFGH3VgpDo_k7yqFfsKHHl078EbInruP5ZA_aem_SWIpWAluXmIqa33G9Ml_cg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacpN-hAfXZ9tIRNwLlM5v1hyh3CFdzgFFxJ_qYY_RiqY3xy37voZPqF1d0fZQ_aem_cOew9QiC71kUKabS6IHgtw","mobile","1","1","2","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacpuu5FPbwfJ4z7q4JoEQceBdBcuh4uYE2CPhlgvogUX8ioV30nDkaxgA5jTQ_aem_VjVbSoegRXph-KMgFCfiuw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacqGIOz_bRICNbMuBGaT28_2WGt1-xrdYkUI0WxMS09diuqQW7yQVvL-talUg_aem_mMIwo7S8we1nFZcRSndE5w","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacqOeon7nHtw3AsZ2SDgh1lnZf_EsnoKf1uCp2Fw7U1Sw7ikgVIyEVzqldCXw_aem_UI2EmEwyWdDLfWNmU66Y_w","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacqhE26HEqNyY26DZfk01Olcx__Arj0H4yPn4MrCll0ZX124UKHncR6mXun7g_aem_73pDts25pUUFaQ2KGKU7hg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacqtI0i9bLVwgymE5pbVSLtnrJCktnahl3fq2iBjz0aro9jB7EzLmcUTGi19Q_aem_2aJZBR8c-1zeMWwrn72knA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacu-nPzpJqHjRXrVqAlIpkyh4wadD_jwbvNde0Uad6wJmiFtuhL0I_iDhjYDw_aem_bA4AmB-0Kr-IvQcLVA45gw","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacwukC8ANY2bsNIDxT4_w-rxlL5XztvS4kuleSAhtPVHjC0_Aj2Y7GZrHqCZQ_aem_Z_FErNINZCqgfJ2nAGS7PQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacx3FWfnpuSfwajGeTcqVLW4jOUuHwzD5GIH8o9h8Ixr3fT_O-6cA7kXLSFiA_aem_w4EUlXGqpNU1CHZ9q62bGg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacx4_RKeJXCP70eDRCxoSSdQp2UVMJeOgpNeRFWExCueULo3DyefGQy6q34qg_aem_vrnEt4dVrf1FxSnYumvYnA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacxP1945dz7eq4C3755TsmLyGUpXYwNcpU6HyZO3e6zZkWok8ghGgoaSga2-A_aem_iqpMJAS2M3OOmlOKc8y_Xw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacxgBmWI59UFs5WdSnT844lk3FQyCjk2n8hBnsXVpsuCazyHR5CnnHpYy0S4A_aem_r5IgmvP5Dq5ERpAQVFpeRw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAacyPWZhE4BwM9DA6egfTIb2ey3laEAE0BBUEJES9t3bZjpgeUtx8Br0TPRN1A_aem_R7PZ-CcwLBy_WADuXIsdZw","mobile","1","1","3","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad0AAi_5p4gyYGzbvBibWE7XJwmxeI_mzz1K7bwK3zeYkdJu88xCIz3J8etVQ_aem_7F1xCshClWC3I2ldOOJVzg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad0XlZMzeRcSh_5h9lzSorlKIniq8_o1Z1O-O1VJcPZusGOGMkJ5ZzUZ4-xOg_aem_q-xMzJQnF2u-TF_87XqH0A","mobile","1","1","3","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad0glRtXzbDtJgPFa4x6qHe35W2lHMqk1VoGyL-e7aWaED7RE0L4OChCJNqjQ_aem_flXj30i4P66Wi-WV-sWrIA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad1lM0P1I6bb-UMk1mklfvMkYiowkeK-OoEK0L6y9B31QSpvzEmRNY6kWP1Fw_aem_TbSao1GPbNEcIkqm_gIW8Q","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad2Bf4qky0g2a5rkQ4-FPAcduGvRwofj38c2Eec4BIGyGHlet78P4_ChTFopA_aem_9hX2VLF9oX6yJR7OrBre5A","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad2TaNfBNcHF7DeY-y33nPd3COVuGBYGLRScKVtJx9jIEY6kt7mAi2VFlhLFA_aem_05vUy1si8QGlwg9qlINw6g","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad2VlesLof7Bu6JxFZvkFd5LHQVbbgOcC1yLA1jETGGgbEn1hjzT2jYhVbVFQ_aem_k4CiMaXyFstDIl6k5tREtw","mobile","1","1","5","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad62iTeLg2-7n9wSAPDQ8vJ8PQW6qbxkBwfUgX0G0rbvfqbtceK5AL8gQYDPA_aem__6rG7RgRns16qmoqFEvQyQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad6v1WUF7m8beVIqfLODUFAyl7EckkF_Nw37ehz-WnUm8UFnoLcTYCFQda3nA_aem_bWDzapqonxHfDY0zd0Qgsg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad7IS1LOfy9_J3m31CQ-VajtQ9FwxIng9a5G-JjV8wwfj2SkK5u5LqHMIquHQ_aem_Xxa8I62kYoQEfRuDAfze_A","mobile","1","1","2","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad7QtjPo3lueZzOKu0WOXfZiJWZhjfN3MiWHFq3w6DskQqiiUnmVaVFTD1Ifg_aem_-ZQiHPQylW8rS2PhvxBQvw","mobile","1","1","11","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad7sJs0cot10iNRIpXmHYTWJyQB45e3VIuE7o6LE0yEOFJeXNV6Vb1oaEgBUw_aem_cofKTz_7qV5SnLZ7y0gvBQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad8gZhSivG1LwCy9qcRUw1wW1t_oUYHeGRH6sRIIDXQviQGjcR4bWHk77VwWQ_aem_vgmjVfpX6e3-HzmEYudGeg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAad9YaVxTqqpC5kl0IR61pr1_KrVUI2SmoEGlfvbgiSPosxPwbrAa12UL4w83Q_aem_SRwrpODXT7p0pYlIOozOVQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadBABBwLpFWJbw5ihmZLehEgVbQtCWpZwl0Eno-SGxSpMuIWEAuRqbBJRelKg_aem_TpZBl8gn5b3_t8UpiJiquA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadBc703yWWTQ2Eaw9TCqnTLgPStr7ebD_-r4IoPkfL7z7HxdlNaryqqjNo5Xw_aem_XV7gQADYmejgvnziZAvKow","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadE6ycHModLBRvnilLuvZcXbLJyuenr-7PrQgnoxnWvn3CP9CTdqVHhfENSWg_aem_OOCEWXKy4wqdcFYzCjMtTA","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadEKFqep8639zJFxMabsXDKY2-fLBwX1byonf5JNo8VkibLtPpkmd0rKAPt7Q_aem_na9czJytv3VQsPWHKrrRQg","mobile","1","1","4","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadEVO_OG07FszE2y-f9rX0jxq4er1OhKHmvov2NBnjezt3LJ_lNV8xz4aU7KQ_aem_t90voTdP9s04F7TDLnA15g","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadEuJfaLTPW4TdvPXS_9y8Ifpz2RORZnxX0MSTTPZMlXWXJGHdOatLW_rmj_g_aem_y3x3TMwcEpiTbvX6twiRwQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadEzotwgNOQdM3MSX23UfUIctrEpBU82Dy9bZaXyjZ7YKDRMCn2yZrHb-ikqg_aem_ltoJQUqd5jwkUe4uOQLAdQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGK_xAvlZzcnRjBmFwcF9pZA81NjcwNjczNDMzNTI0MjcAAadF8rI8BfviqwZHbt-CudO7Fn_NTPcgl2WkXdXgmu6nGyelJcSwF96Sn9q7qA_aem_pXEehIijLVMN3xo926gjaw","mobile","1","1","0","0","0"
